emojiname,emojicode
"flag_montenegro","\\ud83c\\uddf2\\ud83c\\uddea"
"flag_st_martin","\\ud83c\\uddf2\\ud83c\\uddeb"
"flag_madagascar","\\ud83c\\uddf2\\ud83c\\uddec"
"flag_marshall_islands","\\ud83c\\uddf2\\ud83c\\udded"
"flag_north_macedonia","\\ud83c\\uddf2\\ud83c\\uddf0"
"flag_mali","\\ud83c\\uddf2\\ud83c\\uddf1"
"flag_myanmar_burma","\\ud83c\\uddf2\\ud83c\\uddf2"
"flag_mongolia","\\ud83c\\uddf2\\ud83c\\uddf3"
"flag_macao_sar_china","\\ud83c\\uddf2\\ud83c\\uddf4"
"flag_northern_mariana_islands","\\ud83c\\uddf2\\ud83c\\uddf5"
"flag_martinique","\\ud83c\\uddf2\\ud83c\\uddf6"
"flag_mauritania","\\ud83c\\uddf2\\ud83c\\uddf7"
"flag_montserrat","\\ud83c\\uddf2\\ud83c\\uddf8"
"flag_malta","\\ud83c\\uddf2\\ud83c\\uddf9"
"flag_mauritius","\\ud83c\\uddf2\\ud83c\\uddfa"
"flag_maldives","\\ud83c\\uddf2\\ud83c\\uddfb"
"flag_malawi","\\ud83c\\uddf2\\ud83c\\uddfc"
"flag_mexico","\\ud83c\\uddf2\\ud83c\\uddfd"
"flag_malaysia","\\ud83c\\uddf2\\ud83c\\uddfe"
"flag_mozambique","\\ud83c\\uddf2\\ud83c\\uddff"
"flag_namibia","\\ud83c\\uddf3\\ud83c\\udde6"
"flag_new_caledonia","\\ud83c\\uddf3\\ud83c\\udde8"
"flag_niger","\\ud83c\\uddf3\\ud83c\\uddea"
"flag_norfolk_island","\\ud83c\\uddf3\\ud83c\\uddeb"
"flag_nigeria","\\ud83c\\uddf3\\ud83c\\uddec"
"flag_nicaragua","\\ud83c\\uddf3\\ud83c\\uddee"
"flag_netherlands","\\ud83c\\uddf3\\ud83c\\uddf1"
"flag_norway","\\ud83c\\uddf3\\ud83c\\uddf4"
"flag_nepal","\\ud83c\\uddf3\\ud83c\\uddf5"
"flag_nauru","\\ud83c\\uddf3\\ud83c\\uddf7"
"flag_niue","\\ud83c\\uddf3\\ud83c\\uddfa"
"flag_new_zealand","\\ud83c\\uddf3\\ud83c\\uddff"
"flag_oman","\\ud83c\\uddf4\\ud83c\\uddf2"
"flag_panama","\\ud83c\\uddf5\\ud83c\\udde6"
"flag_peru","\\ud83c\\uddf5\\ud83c\\uddea"
"flag_french_polynesia","\\ud83c\\uddf5\\ud83c\\uddeb"
"flag_papua_new_guinea","\\ud83c\\uddf5\\ud83c\\uddec"
"flag_philippines","\\ud83c\\uddf5\\ud83c\\udded"
"flag_pakistan","\\ud83c\\uddf5\\ud83c\\uddf0"
"flag_poland","\\ud83c\\uddf5\\ud83c\\uddf1"
"flag_st_pierre_miquelon","\\ud83c\\uddf5\\ud83c\\uddf2"
"flag_pitcairn_islands","\\ud83c\\uddf5\\ud83c\\uddf3"
"flag_puerto_rico","\\ud83c\\uddf5\\ud83c\\uddf7"
"flag_palestinian_territories","\\ud83c\\uddf5\\ud83c\\uddf8"
"flag_portugal","\\ud83c\\uddf5\\ud83c\\uddf9"
"flag_palau","\\ud83c\\uddf5\\ud83c\\uddfc"
"flag_paraguay","\\ud83c\\uddf5\\ud83c\\uddfe"
"flag_qatar","\\ud83c\\uddf6\\ud83c\\udde6"
"flag_réunion","\\ud83c\\uddf7\\ud83c\\uddea"
"flag_romania","\\ud83c\\uddf7\\ud83c\\uddf4"
"flag_serbia","\\ud83c\\uddf7\\ud83c\\uddf8"
"flag_russia","\\ud83c\\uddf7\\ud83c\\uddfa"
"flag_rwanda","\\ud83c\\uddf7\\ud83c\\uddfc"
"flag_saudi_arabia","\\ud83c\\uddf8\\ud83c\\udde6"
"flag_solomon_islands","\\ud83c\\uddf8\\ud83c\\udde7"
"flag_seychelles","\\ud83c\\uddf8\\ud83c\\udde8"
"flag_sudan","\\ud83c\\uddf8\\ud83c\\udde9"
"flag_sweden","\\ud83c\\uddf8\\ud83c\\uddea"
"flag_singapore","\\ud83c\\uddf8\\ud83c\\uddec"
"flag_st_helena","\\ud83c\\uddf8\\ud83c\\udded"
"flag_slovenia","\\ud83c\\uddf8\\ud83c\\uddee"
"flag_svalbard_jan_mayen","\\ud83c\\uddf8\\ud83c\\uddef"
"flag_slovakia","\\ud83c\\uddf8\\ud83c\\uddf0"
"flag_sierra_leone","\\ud83c\\uddf8\\ud83c\\uddf1"
"flag_san_marino","\\ud83c\\uddf8\\ud83c\\uddf2"
"flag_senegal","\\ud83c\\uddf8\\ud83c\\uddf3"
"flag_somalia","\\ud83c\\uddf8\\ud83c\\uddf4"
"flag_suriname","\\ud83c\\uddf8\\ud83c\\uddf7"
"flag_south_sudan","\\ud83c\\uddf8\\ud83c\\uddf8"
"flag_são_tomé_príncipe","\\ud83c\\uddf8\\ud83c\\uddf9"
"flag_el_salvador","\\ud83c\\uddf8\\ud83c\\uddfb"
"flag_sint_maarten","\\ud83c\\uddf8\\ud83c\\uddfd"
"flag_syria","\\ud83c\\uddf8\\ud83c\\uddfe"
"flag_eswatini","\\ud83c\\uddf8\\ud83c\\uddff"
"flag_tristan_da_cunha","\\ud83c\\uddf9\\ud83c\\udde6"
"flag_turks_caicos_islands","\\ud83c\\uddf9\\ud83c\\udde8"
"flag_chad","\\ud83c\\uddf9\\ud83c\\udde9"
"flag_french_southern_territories","\\ud83c\\uddf9\\ud83c\\uddeb"
"flag_togo","\\ud83c\\uddf9\\ud83c\\uddec"
"flag_thailand","\\ud83c\\uddf9\\ud83c\\udded"
"flag_tajikistan","\\ud83c\\uddf9\\ud83c\\uddef"
"flag_tokelau","\\ud83c\\uddf9\\ud83c\\uddf0"
"flag_timorleste","\\ud83c\\uddf9\\ud83c\\uddf1"
"flag_turkmenistan","\\ud83c\\uddf9\\ud83c\\uddf2"
"flag_tunisia","\\ud83c\\uddf9\\ud83c\\uddf3"
"flag_tonga","\\ud83c\\uddf9\\ud83c\\uddf4"
"flag_turkey","\\ud83c\\uddf9\\ud83c\\uddf7"
"flag_trinidad_tobago","\\ud83c\\uddf9\\ud83c\\uddf9"
"flag_tuvalu","\\ud83c\\uddf9\\ud83c\\uddfb"
"flag_taiwan","\\ud83c\\uddf9\\ud83c\\uddfc"
"flag_tanzania","\\ud83c\\uddf9\\ud83c\\uddff"
"flag_ukraine","\\ud83c\\uddfa\\ud83c\\udde6"
"flag_uganda","\\ud83c\\uddfa\\ud83c\\uddec"
"flag_us_outlying_islands","\\ud83c\\uddfa\\ud83c\\uddf2"
"flag_united_nations","\\ud83c\\uddfa\\ud83c\\uddf3"
"flag_united_states","\\ud83c\\uddfa\\ud83c\\uddf8"
"flag_uruguay","\\ud83c\\uddfa\\ud83c\\uddfe"
"flag_uzbekistan","\\ud83c\\uddfa\\ud83c\\uddff"
"flag_vatican_city","\\ud83c\\uddfb\\ud83c\\udde6"
"flag_st_vincent_grenadines","\\ud83c\\uddfb\\ud83c\\udde8"
"flag_venezuela","\\ud83c\\uddfb\\ud83c\\uddea"
"flag_british_virgin_islands","\\ud83c\\uddfb\\ud83c\\uddec"
"flag_us_virgin_islands","\\ud83c\\uddfb\\ud83c\\uddee"
"flag_vietnam","\\ud83c\\uddfb\\ud83c\\uddf3"
"flag_vanuatu","\\ud83c\\uddfb\\ud83c\\uddfa"
"flag_wallis_futuna","\\ud83c\\uddfc\\ud83c\\uddeb"
"flag_samoa","\\ud83c\\uddfc\\ud83c\\uddf8"
"flag_kosovo","\\ud83c\\uddfd\\ud83c\\uddf0"
"flag_yemen","\\ud83c\\uddfe\\ud83c\\uddea"
"flag_mayotte","\\ud83c\\uddfe\\ud83c\\uddf9"
"flag_south_africa","\\ud83c\\uddff\\ud83c\\udde6"
"flag_zambia","\\ud83c\\uddff\\ud83c\\uddf2"
"flag_zimbabwe","\\ud83c\\uddff\\ud83c\\uddfc"
"flag_england","\\ud83c\\udff4\\udb40\\udc67\\udb40\\udc62\\udb40\\udc65\\udb40\\udc6e\\udb40\\udc67\\udb40\\udc7f"
"flag_scotland","\\ud83c\\udff4\\udb40\\udc67\\udb40\\udc62\\udb40\\udc73\\udb40\\udc63\\udb40\\udc74\\udb40\\udc7f"
"flag_wales","\\ud83c\\udff4\\udb40\\udc67\\udb40\\udc62\\udb40\\udc77\\udb40\\udc6c\\udb40\\udc73\\udb40\\udc7f"
